upwind           0       1  0.1000000000000000E+01  512000      50  0.5553007125854492E-02  0.4351401329040527E-01  0.1001358032226562E-04
upwind           0       2  0.1000000000000000E+01  512000      50  0.2406835556030273E-02  0.2200913429260254E-01  0.6333827972412109E-02
upwind           1       2  0.1000000000000000E+01  512000      50  0.2436876296997070E-02  0.2205610275268555E-01  0.8559226989746094E-04
upwind           0       3  0.1000000000000000E+01  512000      50  0.1739978790283203E-02  0.1261901855468750E-01  0.1309156417846680E-02
upwind           1       3  0.1000000000000000E+01  512000      50  0.1773118972778320E-02  0.1262998580932617E-01  0.1462936401367188E-02
upwind           2       3  0.1000000000000000E+01  512000      50  0.1789093017578125E-02  0.1263594627380371E-01  0.7462501525878906E-04
upwind           0       4  0.1000000000000000E+01  512000      50  0.1331090927124023E-02  0.1059603691101074E-01  0.1790761947631836E-02
upwind           1       4  0.1000000000000000E+01  512000      50  0.1355171203613281E-02  0.1066493988037109E-01  0.1708745956420898E-02
upwind           2       4  0.1000000000000000E+01  512000      50  0.1343965530395508E-02  0.1070809364318848E-01  0.2801418304443359E-03
upwind           3       4  0.1000000000000000E+01  512000      50  0.1351118087768555E-02  0.1070690155029297E-01  0.4184246063232422E-03
upwind           0       5  0.1000000000000000E+01  512000      50  0.1094102859497070E-02  0.8110046386718750E-02  0.4434585571289062E-03
upwind           1       5  0.1000000000000000E+01  512000      50  0.1111030578613281E-02  0.8131027221679688E-02  0.4489421844482422E-03
upwind           2       5  0.1000000000000000E+01  512000      50  0.1114130020141602E-02  0.8138895034790039E-02  0.4940032958984375E-03
upwind           3       5  0.1000000000000000E+01  512000      50  0.1114130020141602E-02  0.8129835128784180E-02  0.4916191101074219E-03
upwind           4       5  0.1000000000000000E+01  512000      50  0.1093149185180664E-02  0.8128881454467773E-02  0.5459785461425781E-03
upwind           0       6  0.1000000000000000E+01  512000      50  0.1090049743652344E-02  0.6717920303344727E-02  0.6959438323974609E-03
upwind           1       6  0.1000000000000000E+01  512000      50  0.1109838485717773E-02  0.6745100021362305E-02  0.6279945373535156E-03
upwind           2       6  0.1000000000000000E+01  512000      50  0.1114845275878906E-02  0.6752967834472656E-02  0.7424354553222656E-03
upwind           3       6  0.1000000000000000E+01  512000      50  0.1112937927246094E-02  0.6767988204956055E-02  0.5388259887695312E-03
upwind           4       6  0.1000000000000000E+01  512000      50  0.1104831695556641E-02  0.6791114807128906E-02  0.2365112304687500E-03
upwind           5       6  0.1000000000000000E+01  512000      50  0.1095056533813477E-02  0.6783962249755859E-02  0.4296302795410156E-03
upwind           0       7  0.1000000000000000E+01  512000      50  0.9248256683349609E-03  0.5992174148559570E-02  0.5919933319091797E-03
upwind           1       7  0.1000000000000000E+01  512000      50  0.9469985961914062E-03  0.5995988845825195E-02  0.5998611450195312E-03
upwind           2       7  0.1000000000000000E+01  512000      50  0.9489059448242188E-03  0.5998134613037109E-02  0.5977153778076172E-03
upwind           3       7  0.1000000000000000E+01  512000      50  0.9279251098632812E-03  0.6002187728881836E-02  0.5037784576416016E-03
upwind           4       7  0.1000000000000000E+01  512000      50  0.9567737579345703E-03  0.5998134613037109E-02  0.4513263702392578E-03
upwind           5       7  0.1000000000000000E+01  512000      50  0.9548664093017578E-03  0.6000995635986328E-02  0.4096031188964844E-03
upwind           6       7  0.1000000000000000E+01  512000      50  0.9558200836181641E-03  0.6000041961669922E-02  0.4608631134033203E-03
upwind           0       8  0.1000000000000000E+01  512000      50  0.8120536804199219E-03  0.5323886871337891E-02  0.5466938018798828E-03
upwind           1       8  0.1000000000000000E+01  512000      50  0.8361339569091797E-03  0.5332946777343750E-02  0.7114410400390625E-03
upwind           2       8  0.1000000000000000E+01  512000      50  0.8380413055419922E-03  0.5338907241821289E-02  0.6792545318603516E-03
upwind           3       8  0.1000000000000000E+01  512000      50  0.8211135864257812E-03  0.5347967147827148E-02  0.4000663757324219E-03
upwind           4       8  0.1000000000000000E+01  512000      50  0.8189678192138672E-03  0.5363941192626953E-02  0.5095005035400391E-03
upwind           5       8  0.1000000000000000E+01  512000      50  0.8192062377929688E-03  0.5363941192626953E-02  0.6337165832519531E-03
upwind           6       8  0.1000000000000000E+01  512000      50  0.8211135864257812E-03  0.5362033843994141E-02  0.6241798400878906E-03
upwind           7       8  0.1000000000000000E+01  512000      50  0.8020401000976562E-03  0.5363941192626953E-02  0.5221366882324219E-03
upwind           0       9  0.1000000000000000E+01  512000      50  0.8192062377929688E-03  0.4825830459594727E-02  0.4155635833740234E-03
upwind           1       9  0.1000000000000000E+01  512000      50  0.8459091186523438E-03  0.4829168319702148E-02  0.4189014434814453E-03
upwind           2       9  0.1000000000000000E+01  512000      50  0.8459091186523438E-03  0.4832983016967773E-02  0.4367828369140625E-03
upwind           3       9  0.1000000000000000E+01  512000      50  0.8440017700195312E-03  0.4835128784179688E-02  0.4396438598632812E-03
upwind           4       9  0.1000000000000000E+01  512000      50  0.8418560028076172E-03  0.4839181900024414E-02  0.3235340118408203E-03
upwind           5       9  0.1000000000000000E+01  512000      50  0.8389949798583984E-03  0.4834175109863281E-02  0.9076595306396484E-03
upwind           6       9  0.1000000000000000E+01  512000      50  0.8409023284912109E-03  0.4834175109863281E-02  0.9133815765380859E-03
upwind           7       9  0.1000000000000000E+01  512000      50  0.8389949798583984E-03  0.4835128784179688E-02  0.9138584136962891E-03
upwind           8       9  0.1000000000000000E+01  512000      50  0.8418560028076172E-03  0.4837036132812500E-02  0.8084774017333984E-03
