 -0.4000000000000000E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3919191919191919E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3838383838383838E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3757575757575758E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3676767676767677E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3595959595959596E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3515151515151515E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3434343434343435E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3353535353535354E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3272727272727273E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3191919191919192E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3111111111111111E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3030303030303030E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2949494949494949E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2868686868686869E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2787878787878788E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2707070707070707E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2626262626262626E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2545454545454545E+02  0.7424000505119427-293  0.0000000000000000E+00
 -0.2464646464646465E+02  0.2840133669295248-275  0.0000000000000000E+00
 -0.2383838383838384E+02  0.2943443281202386-258  0.0000000000000000E+00
 -0.2303030303030303E+02  0.8263968753416956-242  0.0000000000000000E+00
 -0.2222222222222222E+02  0.6285470101470801-226  0.0000000000000000E+00
 -0.2141414141414142E+02  0.1295098996872406-210  0.0000000000000000E+00
 -0.2060606060606061E+02  0.7229100671466673-196  0.0000000000000000E+00
 -0.1979797979797980E+02  0.1093154840209991-181  0.0000000000000000E+00
 -0.1898989898989899E+02  0.4478114513092764-168  0.8874151991711302-305
 -0.1818181818181818E+02  0.4969638649773471-155  0.1809389299519914-286
 -0.1737373737373737E+02  0.1494068577183648-142  0.9994320585188326-269
 -0.1656565656565657E+02  0.1216836857343686-130  0.1495514534420313-251
 -0.1575757575757576E+02  0.2684789764580944-119  0.6062393242713807-235
 -0.1494949494949495E+02  0.1604738659465049-108  0.6657538294215220-219
 -0.1414141414141414E+02  0.2598450526914661E-98  0.1980611727009512-203
 -0.1333333333333333E+02  0.1139831619066151E-88  0.1596250780841574-188
 -0.1252525252525253E+02  0.1354512685078986E-79  0.3485130163880087-174
 -0.1171717171717172E+02  0.4360553800649772E-71  0.2061355928968341-160
 -0.1090909090909091E+02  0.3802915427208052E-63  0.3302958174298450-147
 -0.1010101010101010E+02  0.8984813168759970E-56  0.1433736247987892-134
 -0.9292929292929294E+01  0.5750719643360753E-49  0.1685976667279108-122
 -0.8484848484848484E+01  0.9971686965104994E-43  0.5370935764765396-111
 -0.7676767676767675E+01  0.4684838635824462E-37  0.4635157121008974-100
 -0.6868686868686872E+01  0.5965829960381912E-32  0.1083665047535467E-89
 -0.6060606060606062E+01  0.2062177409612631E-27  0.6863438951513922E-80
 -0.5252525252525253E+01  0.1945193425845022E-23  0.1177618413957869E-70
 -0.4444444444444443E+01  0.5103210057594474E-20  0.5473731676716827E-62
 -0.3636363636363640E+01  0.3967922421449931E-17  0.6892527769072419E-54
 -0.2828282828282831E+01  0.1084151798671830E-14  0.2351200406841445E-46
 -0.2020202020202021E+01  0.1370527735565241E-12  0.2172785606032076E-39
 -0.1212121212121211E+01  0.9957739998635460E-11  0.5439515348475219E-33
 -0.4040404040404013E+00  0.4687985107288231E-09  0.3689093317960651E-27
  0.4040404040404013E+00  0.1531917810068979E-07  0.6777900348049281E-22
  0.1212121212121211E+01  0.3618627366310317E-06  0.3373547435763050E-17
  0.2020202020202021E+01  0.6323576554035783E-05  0.4548776164550966E-13
  0.2828282828282831E+01  0.8263307847370944E-04  0.1661569133214858E-09
  0.3636363636363633E+01  0.8077811636221111E-03  0.1644214101129451E-06
  0.4444444444444443E+01  0.5849354668525680E-02  0.4407724329978405E-04
  0.5252525252525253E+01  0.3069386270154255E-01  0.3201006712176851E-02
  0.6060606060606062E+01  0.1122670485656291E+00  0.6297596751877639E-01
  0.6868686868686865E+01  0.2679970369352591E+00  0.3356442531402000E+00
  0.7676767676767675E+01  0.3723804965577975E+00  0.4846181624165656E+00
  0.8484848484848484E+01  0.2447805471397809E+00  0.1895554436416912E+00
  0.9292929292929294E+01  0.5769276075076105E-01  0.2008579098631422E-01
  0.1010101010101010E+02  0.4066614723538280E-02  0.5765775399320767E-03
  0.1090909090909091E+02  0.7995431798713693E-04  0.4483762559421516E-05
  0.1171717171717172E+02  0.4293270741895573E-06  0.9445905472457028E-08
  0.1252525252525253E+02  0.6259090128064733E-09  0.5390892700448524E-11
  0.1333333333333334E+02  0.2473494312167959E-12  0.8334775069425859E-15
  0.1414141414141414E+02  0.2648484191306520E-16  0.3490946425508587E-19
  0.1494949494949495E+02  0.7682792448160019E-21  0.3961034156249055E-24
  0.1575757575757576E+02  0.6037568990839654E-26  0.1217559222081790E-29
  0.1656565656565657E+02  0.1285353607124731E-31  0.1013882682550618E-35
  0.1737373737373737E+02  0.7413095911744584E-38  0.2287185660718802E-42
  0.1818181818181818E+02  0.1158224705273716E-44  0.1397755589328669E-49
  0.1898989898989899E+02  0.4902325695668132E-52  0.2314073554531601E-57
  0.1979797979797980E+02  0.5621181509871039E-60  0.1037860980404208E-65
  0.2060606060606060E+02  0.1746100202337067E-68  0.1261006465512998E-74
  0.2141414141414141E+02  0.1469355288689062E-77  0.4150606346701243E-84
  0.2222222222222222E+02  0.3349658880933898E-87  0.3701023834430076E-94
  0.2303030303030303E+02  0.2068666336974425E-97  0.8940222381546501-105
  0.2383838383838383E+02  0.3460958694912230-108  0.5850471459601558-116
  0.2464646464646465E+02  0.1568622675435794-119  0.1037168962807606-127
  0.2545454545454545E+02  0.1926001694435834-131  0.4981088553854773-140
  0.2626262626262626E+02  0.6406354170528487-144  0.6480598515037009-153
  0.2707070707070707E+02  0.5772731099594285-157  0.2284136610646350-166
  0.2787878787878788E+02  0.1409184361926544-170  0.2180947123410935-180
  0.2868686868686869E+02  0.9319023474364124-185  0.5641366320935655-195
  0.2949494949494949E+02  0.1669510289311372-199  0.3953116107205514-210
  0.3030303030303030E+02  0.8102590638171114-215  0.7504313046893742-226
  0.3111111111111111E+02  0.1065307045847018-230  0.3859210063447229-242
