 -0.4000000000000000E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3919191919191919E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3838383838383838E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3757575757575758E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3676767676767677E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3595959595959596E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3515151515151515E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3434343434343435E+02  0.6618193872077699-303  0.0000000000000000E+00
 -0.3353535353535354E+02  0.9345965405172655-285  0.0000000000000000E+00
 -0.3272727272727273E+02  0.3575402641876893-267  0.0000000000000000E+00
 -0.3191919191919192E+02  0.3705457597859202-250  0.0000000000000000E+00
 -0.3111111111111111E+02  0.1040338911959977-233  0.0000000000000000E+00
 -0.3030303030303030E+02  0.7912686170088957-218  0.0000000000000000E+00
 -0.2949494949494949E+02  0.1630381141905341-202  0.0000000000000000E+00
 -0.2868686868686869E+02  0.9100608861681796-188  0.0000000000000000E+00
 -0.2787878787878788E+02  0.1376156603443688-173  0.0000000000000000E+00
 -0.2707070707070707E+02  0.5637432714444469-160  0.0000000000000000E+00
 -0.2626262626262626E+02  0.6256205244643076-147  0.0000000000000000E+00
 -0.2545454545454545E+02  0.1880861029708315-134  0.0000000000000000E+00
 -0.2464646464646465E+02  0.1531858081438282-122  0.0000000000000000E+00
 -0.2383838383838384E+02  0.3379842475158264-111  0.0000000000000000E+00
 -0.2303030303030303E+02  0.2020181968946924-100  0.0000000000000000E+00
 -0.2222222222222222E+02  0.3271151246402034E-90  0.0000000000000000E+00
 -0.2141414141414142E+02  0.1434917266808267E-80  0.0000000000000000E+00
 -0.2060606060606061E+02  0.1705175946812801E-71  0.0000000000000000E+00
 -0.1979797979797980E+02  0.5489434687583048E-63  0.0000000000000000E+00
 -0.1898989898989899E+02  0.4787426211756263E-55  0.8874151991711302-305
 -0.1818181818181818E+02  0.1131077745035352E-47  0.1809389299519914-286
 -0.1737373737373737E+02  0.7239326226988274E-41  0.9994320585188326-269
 -0.1656565656565657E+02  0.1255211971409686E-34  0.1495514534420313-251
 -0.1575757575757576E+02  0.5895783261688290E-29  0.6062393242713807-235
 -0.1494949494949495E+02  0.7501410835319572E-24  0.6657538294215220-219
 -0.1414141414141414E+02  0.2584735619233157E-19  0.1980611727009512-203
 -0.1333333333333333E+02  0.2409749705667585E-15  0.1596250780841574-188
 -0.1252525252525253E+02  0.6058526300533380E-12  0.3485130163880087-174
 -0.1171717171717172E+02  0.4056720238561165E-09  0.2061355928968341-160
 -0.1090909090909091E+02  0.6885277569166473E-07  0.3302958174298450-147
 -0.1010101010101010E+02  0.2318134718505792E-05  0.1433736247987892-134
 -0.9292929292929294E+01 -0.1593572272412083E-04  0.1685976667279108-122
 -0.8484848484848484E+01 -0.2505927577180825E-03  0.5370935764765396-111
 -0.7676767676767675E+01  0.2846695678915341E-02  0.4635157121008974-100
 -0.6868686868686872E+01 -0.7671413665596816E-02  0.1083665047535467E-89
 -0.6060606060606062E+01 -0.2142479450813989E-01  0.6863438951513922E-80
 -0.5252525252525253E+01  0.1649219604975095E+00  0.1177618413957869E-70
 -0.4444444444444443E+01 -0.2709055805717884E+00  0.5473731676716827E-62
 -0.3636363636363640E+01 -0.2670724347134425E+00  0.6892527769072419E-54
 -0.2828282828282831E+01  0.1133533676672789E+01  0.2351200406841445E-46
 -0.2020202020202021E+01 -0.4541172923363945E-01  0.2172785606032076E-39
 -0.1212121212121211E+01 -0.2242047391933562E+01  0.5439515348475219E-33
 -0.4040404040404013E+00  0.2203597285240364E+00  0.3689093317960651E-27
  0.4040404040404013E+00  0.3053724873970387E+01  0.6777900348049281E-22
  0.1212121212121211E+01  0.6770727183705361E+00  0.3373547435763050E-17
  0.2020202020202021E+01 -0.2574532649386381E+01  0.4548776164550966E-13
  0.2828282828282831E+01 -0.1990896492641934E+01  0.1661569133214858E-09
  0.3636363636363633E+01  0.3616586789450857E+00  0.1644214101129451E-06
  0.4444444444444443E+01  0.1369060083919694E+01  0.4407724329978405E-04
  0.5252525252525253E+01  0.9945582691864696E+00  0.3201006712176851E-02
  0.6060606060606062E+01  0.4088816579144464E+00  0.6297596751877639E-01
  0.6868686868686865E+01  0.1087483347469549E+00  0.3356442531402000E+00
  0.7676767676767675E+01  0.1920325785398699E-01  0.4846181624165656E+00
  0.8484848484848484E+01  0.2202694071881972E-02  0.1895554436416912E+00
  0.9292929292929294E+01  0.1534613856837869E-03  0.2008579098631422E-01
  0.1010101010101010E+02  0.5670461478010731E-05  0.5765775399320767E-03
  0.1090909090909091E+02  0.8690218650153106E-07  0.4483762559421516E-05
  0.1171717171717172E+02  0.4320069863510894E-09  0.9445905472457028E-08
  0.1252525252525253E+02  0.6162620979497498E-12  0.5390892700448524E-11
  0.1333333333333334E+02  0.2420896274368520E-15  0.8334775069425859E-15
  0.1414141414141414E+02  0.2587969098062544E-19  0.3490946425508587E-19
  0.1494949494949495E+02  0.7503951895521136E-24  0.3961034156249055E-24
  0.1575757575757576E+02  0.5896324235187047E-29  0.1217559222081790E-29
  0.1656565656565657E+02  0.1255243171304530E-34  0.1013882682550618E-35
  0.1737373737373737E+02  0.7239374973817709E-41  0.2287185660718802E-42
  0.1818181818181818E+02  0.1131079808303804E-47  0.1397755589328669E-49
  0.1898989898989899E+02  0.4787428577573736E-55  0.2314073554531601E-57
  0.1979797979797980E+02  0.5489435422473704E-63  0.1037860980404208E-65
  0.2060606060606060E+02  0.1705176008654353E-71  0.1261006465512998E-74
  0.2141414141414141E+02  0.1434917280906035E-80  0.4150606346701243E-84
  0.2222222222222222E+02  0.3271151255108818E-90  0.3701023834430076E-94
  0.2303030303030303E+02  0.2020181970403730-100  0.8940222381546501-105
  0.2383838383838383E+02  0.3379842475818459-111  0.5850471459601558-116
  0.2464646464646465E+02  0.1531858081519341-122  0.1037168962807606-127
  0.2545454545454545E+02  0.1880861029735492-134  0.4981088553854773-140
  0.2626262626262626E+02  0.6256205244668439-147  0.6480598515037009-153
  0.2707070707070707E+02  0.5637432714450402-160  0.2284136610646350-166
  0.2787878787878788E+02  0.1376156603444080-173  0.2180947123410935-180
  0.2868686868686869E+02  0.9100608861684056-188  0.5641366320935655-195
  0.2949494949494949E+02  0.1630381141905652-202  0.3953116107205514-210
  0.3030303030303030E+02  0.7912686170089001-218  0.7504313046893742-226
  0.3111111111111111E+02  0.1040338911959979-233  0.3859210063447229-242
