 -0.4000000000000000E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3919191919191919E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3838383838383838E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3757575757575758E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3676767676767677E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3595959595959596E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3515151515151515E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3434343434343435E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3353535353535354E+02  0.7250000493280702-296  0.0000000000000000E+00
 -0.3272727272727273E+02  0.2773568036421137-278  0.0000000000000000E+00
 -0.3191919191919192E+02  0.2874456329299204-261  0.0000000000000000E+00
 -0.3111111111111111E+02  0.8070281985758766-245  0.0000000000000000E+00
 -0.3030303030303030E+02  0.6138154395967476-229  0.0000000000000000E+00
 -0.2949494949494949E+02  0.1264745114133133-213  0.0000000000000000E+00
 -0.2868686868686869E+02  0.7059668624477583-199  0.0000000000000000E+00
 -0.2787878787878788E+02  0.1067534023641653-184  0.0000000000000000E+00
 -0.2707070707070707E+02  0.4373158704178367-171  0.0000000000000000E+00
 -0.2626262626262626E+02  0.4853162743862925-158  0.0000000000000000E+00
 -0.2545454545454545E+02  0.1459051344843231-145  0.0000000000000000E+00
 -0.2464646464646465E+02  0.1188317243311286-133  0.0000000000000000E+00
 -0.2383838383838384E+02  0.2621865002939096-122  0.0000000000000000E+00
 -0.2303030303030303E+02  0.1567127593748214-111  0.0000000000000000E+00
 -0.2222222222222222E+02  0.2537549322453702-101  0.0000000000000000E+00
 -0.2141414141414142E+02  0.1113116782726803E-91  0.0000000000000000E+00
 -0.2060606060606061E+02  0.1322766150285194E-82  0.0000000000000000E+00
 -0.1979797979797980E+02  0.4258351612853297E-74  0.0000000000000000E+00
 -0.1898989898989899E+02  0.3713779098053961E-66  0.8874151991711302-305
 -0.1818181818181818E+02  0.8774183653895380E-59  0.1809389299519914-286
 -0.1737373737373737E+02  0.5615823850035758E-52  0.9994320585188326-269
 -0.1656565656565657E+02  0.9737250371736508E-46  0.1495514534420313-251
 -0.1575757575757576E+02  0.4573780314290637E-40  0.6062393242713807-235
 -0.1494949494949495E+02  0.5820098973743874E-35  0.6657538294215220-219
 -0.1414141414141414E+02  0.2006326297961708E-30  0.1980611727009512-203
 -0.1333333333333333E+02  0.1873653055579225E-26  0.1596250780841574-188
 -0.1252525252525253E+02  0.4740204990435742E-23  0.3485130163880087-174
 -0.1171717171717172E+02  0.3249218078035702E-20  0.2061355928968341-160
 -0.1090909090909091E+02  0.6044520569607040E-18  0.3302958174298450-147
 -0.1010101010101010E+02  0.3121040229431543E-16  0.1433736247987892-134
 -0.9292929292929294E+01  0.5753596657588278E-15  0.1685976667279108-122
 -0.8484848484848484E+01  0.9769919414927808E-14  0.5370935764765396-111
 -0.7676767676767675E+01  0.1319683045991787E-12  0.4635157121008974-100
 -0.6868686868686872E+01  0.1399787456078960E-11  0.1083665047535467E-89
 -0.6060606060606062E+01  0.1519457133015578E-10  0.6863438951513922E-80
 -0.5252525252525253E+01  0.1201646870755730E-09  0.1177618413957869E-70
 -0.4444444444444443E+01  0.1072719707796836E-08  0.5473731676716827E-62
 -0.3636363636363640E+01  0.6859374490021100E-08  0.6892527769072419E-54
 -0.2828282828282831E+01  0.5060704784010310E-07  0.2351200406841445E-46
 -0.2020202020202021E+01  0.2733854284724774E-06  0.2172785606032076E-39
 -0.1212121212121211E+01  0.1660526357334189E-05  0.5439515348475219E-33
 -0.4040404040404013E+00  0.7765720817086532E-05  0.3689093317960651E-27
  0.4040404040404013E+00  0.3842357690200076E-04  0.6777900348049281E-22
  0.1212121212121211E+01  0.1573150204697992E-03  0.3373547435763050E-17
  0.2020202020202021E+01  0.6227794734098356E-03  0.4548776164550966E-13
  0.2828282828282831E+01  0.2229516753723717E-02  0.1661569133214858E-09
  0.3636363636363633E+01  0.6865820181681484E-02  0.1644214101129451E-06
  0.4444444444444443E+01  0.2109656448770311E-01  0.4407724329978405E-04
  0.5252525252525253E+01  0.4831279684904904E-01  0.3201006712176851E-02
  0.6060606060606062E+01  0.1206365766491880E+00  0.6297596751877639E-01
  0.6868686868686865E+01  0.1899455737615308E+00  0.3356442531402000E+00
  0.7676767676767675E+01  0.3242763264090547E+00  0.4846181624165656E+00
  0.8484848484848484E+01  0.2967090329256230E+00  0.1895554436416912E+00
  0.9292929292929294E+01  0.7983184612480379E-01  0.2008579098631422E-01
  0.1010101010101010E+02  0.5855844881470833E-02  0.5765775399320767E-03
  0.1090909090909091E+02  0.1164184497352751E-03  0.4483762559421516E-05
  0.1171717171717172E+02  0.6270252751259879E-06  0.9445905472457028E-08
  0.1252525252525253E+02  0.9148828340979623E-09  0.5390892700448524E-11
  0.1333333333333334E+02  0.3616280374145406E-12  0.8334775069425859E-15
  0.1414141414141414E+02  0.3872351921438980E-16  0.3490946425508587E-19
  0.1494949494949495E+02  0.1123320406166821E-20  0.3961034156249055E-24
  0.1575757575757576E+02  0.8827720636507352E-26  0.1217559222081790E-29
  0.1656565656565657E+02  0.1879358433701841E-31  0.1013882682550618E-35
  0.1737373737373737E+02  0.1083893862441838E-37  0.2287185660718802E-42
  0.1818181818181818E+02  0.1693479721653028E-44  0.1397755589328669E-49
  0.1898989898989899E+02  0.7167857251838881E-52  0.2314073554531601E-57
  0.1979797979797980E+02  0.8218920857479850E-60  0.1037860980404208E-65
  0.2060606060606060E+02  0.2553032555914929E-68  0.1261006465512998E-74
  0.2141414141414141E+02  0.2148394396261093E-77  0.4150606346701243E-84
  0.2222222222222222E+02  0.4897650299766094E-87  0.3701023834430076E-94
  0.2303030303030303E+02  0.3024667485820937E-97  0.8940222381546501-105
  0.2383838383838383E+02  0.5060385547569621-108  0.5850471459601558-116
  0.2464646464646465E+02  0.2293536622686248-119  0.1037168962807606-127
  0.2545454545454545E+02  0.2816072654515330-131  0.4981088553854773-140
  0.2626262626262626E+02  0.9366948558190867-144  0.6480598515037009-153
  0.2707070707070707E+02  0.8440506692390738-157  0.2284136610646350-166
  0.2787878787878788E+02  0.2060416435903186-170  0.2180947123410935-180
  0.2868686868686869E+02  0.1362566151876471-184  0.5641366320935655-195
  0.2949494949494949E+02  0.2441047837987545-199  0.3953116107205514-210
  0.3030303030303030E+02  0.1184707365149810-214  0.7504313046893742-226
  0.3111111111111111E+02  0.1557621703625668-230  0.3859210063447229-242
