 -0.4000000000000000E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3919191919191919E+02  0.8518765279606442E-54  0.0000000000000000E+00
 -0.3838383838383838E+02  0.4001433612515632E-48  0.0000000000000000E+00
 -0.3757575757575758E+02  0.5091792347790031E-43  0.0000000000000000E+00
 -0.3676767676767677E+02  0.1755261653959166E-38  0.0000000000000000E+00
 -0.3595959595959596E+02  0.1639189932362214E-34  0.0000000000000000E+00
 -0.3515151515151515E+02  0.4147004816412151E-31  0.0000000000000000E+00
 -0.3434343434343435E+02  0.2842363942237122E-28  0.0000000000000000E+00
 -0.3353535353535354E+02  0.5281591532157391E-26  0.0000000000000000E+00
 -0.3272727272727273E+02  0.2685663823989170E-24  0.0000000000000000E+00
 -0.3191919191919192E+02  0.4200426507620692E-23  0.0000000000000000E+00
 -0.3111111111111111E+02  0.4286969370562348E-22  0.0000000000000000E+00
 -0.3030303030303030E+02  0.4446978986379968E-21  0.0000000000000000E+00
 -0.2949494949494949E+02  0.3065835034257220E-20  0.0000000000000000E+00
 -0.2868686868686869E+02  0.2410343813184802E-19  0.0000000000000000E+00
 -0.2787878787878788E+02  0.1351986796523488E-18  0.0000000000000000E+00
 -0.2707070707070707E+02  0.8592483266465124E-18  0.0000000000000000E+00
 -0.2626262626262626E+02  0.4204564766855753E-17  0.0000000000000000E+00
 -0.2545454545454545E+02  0.2247228114273111E-16  0.0000000000000000E+00
 -0.2464646464646465E+02  0.9926117024098201E-16  0.0000000000000000E+00
 -0.2383838383838384E+02  0.4583568575881811E-15  0.0000000000000000E+00
 -0.2303030303030303E+02  0.1862952374767685E-14  0.0000000000000000E+00
 -0.2222222222222222E+02  0.7579848641169265E-14  0.0000000000000000E+00
 -0.2141414141414142E+02  0.2868342134400466E-13  0.0000000000000000E+00
 -0.2060606060606061E+02  0.1043813652468213E-12  0.0000000000000000E+00
 -0.1979797979797980E+02  0.3705705101605560E-12  0.0000000000000000E+00
 -0.1898989898989899E+02  0.1220409540268328E-11  0.0000000000000000E+00
 -0.1818181818181818E+02  0.4085494277336694E-11  0.0000000000000000E+00
 -0.1737373737373737E+02  0.1229245494615231E-10  0.0000000000000000E+00
 -0.1656565656565657E+02  0.3893834423609722E-10  0.0000000000000000E+00
 -0.1575757575757576E+02  0.1078725871090722E-09  0.0000000000000000E+00
 -0.1494949494949495E+02  0.3240995787768921E-09  0.0000000000000000E+00
 -0.1414141414141414E+02  0.8320882229900913E-09  0.0000000000000000E+00
 -0.1333333333333333E+02  0.2374934990457444E-08  0.0000000000000000E+00
 -0.1252525252525253E+02  0.5681677612624607E-08  0.0000000000000000E+00
 -0.1171717171717172E+02  0.1542076879629207E-07  0.0000000000000000E+00
 -0.1090909090909091E+02  0.3453726586090671E-07  0.1463320602016041-291
 -0.1010101010101010E+02  0.8918666108394883E-07  0.1167027839692630-273
 -0.9292929292929294E+01  0.1877469146049494E-06  0.2521384329126549-256
 -0.8484848484848484E+01  0.4613649580519538E-06  0.1475750659044277-239
 -0.7676767676767675E+01  0.9160122318397823E-06  0.2339930864883066-223
 -0.6868686868686872E+01  0.2141796338169832E-05  0.1005099761264311-207
 -0.6060606060606062E+01  0.4022597613969703E-05  0.1169583996754566-192
 -0.5252525252525253E+01  0.8945799686192182E-05  0.3686971396178714-178
 -0.4444444444444443E+01  0.1593419296813433E-04  0.3148648806112481-164
 -0.3636363636363640E+01  0.3368258781832284E-04  0.7284416699642743-151
 -0.2828282828282831E+01  0.5702339749986401E-04  0.4565427424165528-138
 -0.2020202020202021E+01  0.1144778664801013E-03  0.7751472468045301-126
 -0.1212121212121211E+01  0.1845521234914820E-03  0.3565357456864794-114
 -0.4040404040404013E+00  0.3514931392270925E-03  0.4442608578093246-103
  0.4040404040404013E+00  0.5404395721724168E-03  0.1499647290814220E-92
  0.1212121212121211E+01  0.9752511672277484E-03  0.1371375250348117E-82
  0.2020202020202021E+01  0.1431986833969437E-02  0.3397344525765129E-73
  0.2828282828282831E+01  0.2444696117024567E-02  0.2280021689314971E-64
  0.3636363636363633E+01  0.3431459445769006E-02  0.4145285710415982E-56
  0.4444444444444443E+01  0.5532523409761653E-02  0.2041672428188585E-48
  0.5252525252525253E+01  0.7428940145065850E-02  0.2724167215815337E-41
  0.6060606060606062E+01  0.1128911994520608E-01  0.9846855479468351E-35
  0.6868686868686865E+01  0.1450793435200610E-01  0.9642229615515691E-29
  0.7676767676767675E+01  0.2073166787035024E-01  0.2557840611140744E-23
  0.8484848484848484E+01  0.2550223739282755E-01  0.1838169649737760E-18
  0.9292929292929294E+01  0.3417978856738268E-01  0.3578605354916018E-14
  0.1010101010101010E+02  0.4023621683418752E-01  0.1887374692710860E-10
  0.1090909090909091E+02  0.5042865301591366E-01  0.2696612547556978E-07
  0.1171717171717172E+02  0.5677520309843338E-01  0.1043746610625787E-04
  0.1252525252525253E+02  0.6631437530604287E-01  0.1094429293941932E-02
  0.1333333333333334E+02  0.7132505226303676E-01  0.3108826201105896E-01
  0.1414141414141414E+02  0.7733524159880881E-01  0.2392331075188629E+00
  0.1494949494949495E+02  0.7932740826288502E-01  0.4987262451489113E+00
  0.1575757575757576E+02  0.7948306729457917E-01  0.2816561695023784E+00
  0.1656565656565657E+02  0.7756293267227260E-01  0.4309157993290225E-01
  0.1737373737373737E+02  0.7143677685765848E-01  0.1786000886731845E-02
  0.1818181818181818E+02  0.6608607290855502E-01  0.2005335427468076E-04
  0.1898989898989899E+02  0.5560078511256965E-01  0.6099700147328471E-07
  0.1979797979797980E+02  0.4852133869085683E-01  0.5026272725350514E-10
  0.2060606060606060E+02  0.3701377436445109E-01  0.1122017722614186E-13
  0.2141414141414141E+02  0.3025804210652487E-01  0.6785306773313437E-18
  0.2222222222222222E+02  0.2073889448827821E-01  0.1111617465881357E-22
  0.2303030303030303E+02  0.1572166492977264E-01  0.4933525074371044E-28
  0.2383838383838383E+02  0.9573045179650875E-02  0.5931648689787277E-34
  0.2464646464646465E+02  0.6628870042174624E-02  0.1932011052835768E-40
  0.2545454545454545E+02  0.3534322240119766E-02  0.1704746845496890E-47
  0.2626262626262626E+02  0.2183040198934458E-02  0.4074987566440105E-55
  0.2707070707070707E+02  0.9995749082781483E-03  0.2638814027567050E-63
  0.2787878787878788E+02  0.5289694736685521E-03  0.4629215342119928E-72
  0.2868686868686869E+02  0.2022831844073119E-03  0.2199996992603524E-81
  0.2949494949494949E+02  0.8487415938747773E-04  0.2832388967710204E-91
  0.3030303030303030E+02  0.2589405672965493E-04  0.9878700179870340-102
  0.3111111111111111E+02  0.7137461995172902E-05  0.9333893020515902-113
  0.3191919191919192E+02  0.1564068233191564E-05  0.2389141855632231-124
  0.3272727272727272E+02  0.1127969491288012E-06  0.1656674388534637-136
  0.3353535353535354E+02  0.2239666567432249E-08  0.3112063739664755-149
  0.3434343434343434E+02  0.1206164345730013E-10  0.1583710923131110-162
  0.3515151515151516E+02  0.1759883720426257E-13  0.2183330313047316-176
  0.3595959595959596E+02  0.6956333155817376E-17  0.8154157213801501-191
  0.3676767676767676E+02  0.7448916093758475E-21  0.8250016556166401-206
  0.3757575757575758E+02  0.2160836514675909E-25  0.2261240021159286-221
  0.3838383838383838E+02  0.1698114000622806E-30  0.1679015131978509-237
  0.3919191919191920E+02  0.3615162962014770E-36  0.3377370150187887-254
  0.4000000000000000E+02  0.0000000000000000E+00  0.1840427927400273-271
