 -0.4000000000000000E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3919191919191919E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3838383838383838E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3757575757575758E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3676767676767677E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3595959595959596E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3515151515151515E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3434343434343435E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3353535353535354E+02  0.3438766965933148-296  0.0000000000000000E+00
 -0.3272727272727273E+02  0.1315538412756320-278  0.0000000000000000E+00
 -0.3191919191919192E+02  0.1363391006576143-261  0.0000000000000000E+00
 -0.3111111111111111E+02  0.3827836856578553-245  0.0000000000000000E+00
 -0.3030303030303030E+02  0.2911404294139381-229  0.0000000000000000E+00
 -0.2949494949494949E+02  0.5998846100544495-214  0.0000000000000000E+00
 -0.2868686868686869E+02  0.3348490152350446-199  0.0000000000000000E+00
 -0.2787878787878788E+02  0.5063448945844735-185  0.0000000000000000E+00
 -0.2707070707070707E+02  0.2074244505587804-171  0.0000000000000000E+00
 -0.2626262626262626E+02  0.2301916494943425-158  0.0000000000000000E+00
 -0.2545454545454545E+02  0.6920465137661686-146  0.0000000000000000E+00
 -0.2464646464646465E+02  0.5636339038771587-134  0.0000000000000000E+00
 -0.2383838383838384E+02  0.1243583744290962-122  0.0000000000000000E+00
 -0.2303030303030303E+02  0.7433084455693664-112  0.0000000000000000E+00
 -0.2222222222222222E+02  0.1203591747362853-101  0.0000000000000000E+00
 -0.2141414141414142E+02  0.5279653689621894E-92  0.0000000000000000E+00
 -0.2060606060606061E+02  0.6274046996869212E-83  0.0000000000000000E+00
 -0.1979797979797980E+02  0.2019789788877233E-74  0.0000000000000000E+00
 -0.1898989898989899E+02  0.1761491576283915E-66  0.8874151991711302-305
 -0.1818181818181818E+02  0.4161699005228666E-59  0.1809389299519914-286
 -0.1737373737373737E+02  0.2663639015925207E-52  0.9994320585188326-269
 -0.1656565656565657E+02  0.4618390381992580E-46  0.1495514534420313-251
 -0.1575757575757576E+02  0.2169209981032142E-40  0.6062393242713807-235
 -0.1494949494949495E+02  0.2759645233309908E-35  0.6657538294215220-219
 -0.1414141414141414E+02  0.9504790261034978E-31  0.1980611727009512-203
 -0.1333333333333333E+02  0.8847441210051427E-27  0.1596250780841574-188
 -0.1252525252525253E+02  0.2211437779361067E-23  0.3485130163880087-174
 -0.1171717171717172E+02  0.1447944164734458E-20  0.2061355928968341-160
 -0.1090909090909091E+02  0.2232179551163708E-18  0.3302958174298450-147
 -0.1010101010101010E+02  0.3289945121788061E-17  0.1433736247987892-134
 -0.9292929292929294E+01 -0.2542771669899478E-15  0.1685976667279108-122
 -0.8484848484848484E+01  0.1928165406618633E-15  0.5370935764765396-111
 -0.7676767676767675E+01  0.7070038327873963E-13  0.4635157121008974-100
 -0.6868686868686872E+01 -0.3431725673956873E-12  0.1083665047535467E-89
 -0.6060606060606062E+01 -0.8192946278094019E-11  0.6863438951513922E-80
 -0.5252525252525253E+01  0.4942633168959787E-10  0.1177618413957869E-70
 -0.4444444444444443E+01  0.5818637512234542E-09  0.5473731676716827E-62
 -0.3636363636363640E+01 -0.3393617678744975E-08  0.6892527769072419E-54
 -0.2828282828282831E+01 -0.2993977781663055E-07  0.2351200406841445E-46
 -0.2020202020202021E+01  0.1337801465600672E-06  0.2172785606032076E-39
 -0.1212121212121211E+01  0.1169565011733200E-05  0.5439515348475219E-33
 -0.4040404040404013E+00 -0.2868404420608405E-05  0.3689093317960651E-27
  0.4040404040404013E+00 -0.3331311118496432E-04  0.6777900348049281E-22
  0.1212121212121211E+01  0.1319064008995766E-04  0.3373547435763050E-17
  0.2020202020202021E+01  0.6222525769165373E-03  0.4548776164550966E-13
  0.2828282828282831E+01  0.9220277392325425E-03  0.1661569133214858E-09
  0.3636363636363633E+01 -0.5984433176532206E-02  0.1644214101129451E-06
  0.4444444444444443E+01 -0.2194106880368854E-01  0.4407724329978405E-04
  0.5252525252525253E+01  0.8535524237133774E-03  0.3201006712176851E-02
  0.6060606060606062E+01  0.1445235116977343E+00  0.6297596751877639E-01
  0.6868686868686865E+01  0.3497591547669801E+00  0.3356442531402000E+00
  0.7676767676767675E+01  0.3825966531550267E+00  0.4846181624165656E+00
  0.8484848484848484E+01  0.2002708348071522E+00  0.1895554436416912E+00
  0.9292929292929294E+01  0.4218535448559458E-01  0.2008579098631422E-01
  0.1010101010101010E+02  0.2863124332388591E-02  0.5765775399320767E-03
  0.1090909090909091E+02  0.5567951736814629E-04  0.4483762559421516E-05
  0.1171717171717172E+02  0.2980781752155464E-06  0.9445905472457028E-08
  0.1252525252525253E+02  0.4342061713045023E-09  0.5390892700448524E-11
  0.1333333333333334E+02  0.1715532011799216E-12  0.8334775069425859E-15
  0.1414141414141414E+02  0.1836788034125307E-16  0.3490946425508587E-19
  0.1494949494949495E+02  0.5328115667368585E-21  0.3961034156249055E-24
  0.1575757575757576E+02  0.4187113398511977E-26  0.1217559222081790E-29
  0.1656565656565657E+02  0.8914042802906956E-32  0.1013882682550618E-35
  0.1737373737373737E+02  0.5141046975307882E-38  0.2287185660718802E-42
  0.1818181818181818E+02  0.8032389117018635E-45  0.1397755589328669E-49
  0.1898989898989899E+02  0.3399805447563055E-52  0.2314073554531601E-57
  0.1979797979797980E+02  0.3898338172871867E-60  0.1037860980404208E-65
  0.2060606060606060E+02  0.1210935645564601E-68  0.1261006465512998E-74
  0.2141414141414141E+02  0.1019010645463275E-77  0.4150606346701243E-84
  0.2222222222222222E+02  0.2323017505826127E-87  0.3701023834430076E-94
  0.2303030303030303E+02  0.1434638058725977E-97  0.8940222381546501-105
  0.2383838383838383E+02  0.2400204892691766-108  0.5850471459601558-116
  0.2464646464646465E+02  0.1087853439537824-119  0.1037168962807606-127
  0.2545454545454545E+02  0.1335698890916617-131  0.4981088553854773-140
  0.2626262626262626E+02  0.4442862218196982-144  0.6480598515037009-153
  0.2707070707070707E+02  0.4003439119270718-157  0.2284136610646350-166
  0.2787878787878788E+02  0.9772815853483448-171  0.2180947123410935-180
  0.2868686868686869E+02  0.6462823659548744-185  0.5641366320935655-195
  0.2949494949494949E+02  0.1157819875366053-199  0.3953116107205514-210
  0.3030303030303030E+02  0.5619216930192727-215  0.7504313046893742-226
  0.3111111111111111E+02  0.7387996821259065-231  0.3859210063447229-242
