 -0.4000000000000000E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3919191919191919E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3838383838383838E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3757575757575758E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3676767676767677E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3595959595959596E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3515151515151515E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3434343434343435E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3353535353535354E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3272727272727273E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3191919191919192E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3111111111111111E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3030303030303030E+02  0.4718761171103026E-34  0.0000000000000000E+00
 -0.2949494949494949E+02 -0.1088063708015651E-31  0.0000000000000000E+00
 -0.2868686868686869E+02  0.1215949258942362E-29  0.0000000000000000E+00
 -0.2787878787878788E+02 -0.8770874156402840E-28  0.0000000000000000E+00
 -0.2707070707070707E+02  0.4588147253661453E-26  0.0000000000000000E+00
 -0.2626262626262626E+02 -0.1854063504794957E-24  0.0000000000000000E+00
 -0.2545454545454545E+02  0.6019648653041493E-23  0.0000000000000000E+00
 -0.2464646464646465E+02 -0.1612426168419425E-21  0.0000000000000000E+00
 -0.2383838383838384E+02  0.3630714816988226E-20  0.0000000000000000E+00
 -0.2303030303030303E+02 -0.6966849040442490E-19  0.0000000000000000E+00
 -0.2222222222222222E+02  0.1150743307924465E-17  0.0000000000000000E+00
 -0.2141414141414142E+02 -0.1648196145624311E-16  0.0000000000000000E+00
 -0.2060606060606061E+02  0.2057673485637691E-15  0.0000000000000000E+00
 -0.1979797979797980E+02 -0.2246576946006221E-14  0.0000000000000000E+00
 -0.1898989898989899E+02  0.2148487491807262E-13  0.0000000000000000E+00
 -0.1818181818181818E+02 -0.1799445359428044E-12  0.0000000000000000E+00
 -0.1737373737373737E+02  0.1317083399102488E-11  0.0000000000000000E+00
 -0.1656565656565657E+02 -0.8386286872599408E-11  0.0000000000000000E+00
 -0.1575757575757576E+02  0.4608355633814872E-10  0.0000000000000000E+00
 -0.1494949494949495E+02 -0.2156602348796994E-09  0.0000000000000000E+00
 -0.1414141414141414E+02  0.8400558206082375E-09  0.0000000000000000E+00
 -0.1333333333333333E+02 -0.2607272237558783E-08  0.0000000000000000E+00
 -0.1252525252525253E+02  0.5807040722611646E-08  0.0000000000000000E+00
 -0.1171717171717172E+02 -0.5876767191215751E-08  0.0000000000000000E+00
 -0.1090909090909091E+02 -0.1646615300829117E-07  0.0000000000000000E+00
 -0.1010101010101010E+02  0.9175219719051057E-07  0.0000000000000000E+00
 -0.9292929292929294E+01 -0.1763745106328302E-06  0.0000000000000000E+00
 -0.8484848484848484E+01 -0.4496894248956158E-07  0.0000000000000000E+00
 -0.7676767676767675E+01  0.1033708378150629E-05  0.0000000000000000E+00
 -0.6868686868686872E+01 -0.1879204967021434E-05  0.0000000000000000E+00
 -0.6060606060606062E+01 -0.1575841628015032E-05  0.0000000000000000E+00
 -0.5252525252525253E+01  0.1079849761420723E-04  0.0000000000000000E+00
 -0.4444444444444443E+01 -0.6967010093266014E-05  0.0000000000000000E+00
 -0.3636363636363640E+01 -0.3638502116085814E-04  0.0000000000000000E+00
 -0.2828282828282831E+01  0.5688197531962412E-04  0.0000000000000000E+00
 -0.2020202020202021E+01  0.9709499652887015E-04  0.0000000000000000E+00
 -0.1212121212121211E+01 -0.2399653955799516E-03  0.0000000000000000E+00
 -0.4040404040404013E+00 -0.2586001081910898E-03  0.0000000000000000E+00
  0.4040404040404013E+00  0.7768462393580523E-03  0.0000000000000000E+00
  0.1212121212121211E+01  0.8310726538695638E-03  0.0000000000000000E+00
  0.2020202020202021E+01 -0.2023125375999105E-02  0.0000000000000000E+00
  0.2828282828282831E+01 -0.3014028673077905E-02  0.0000000000000000E+00
  0.3636363636363633E+01  0.3673732443322950E-02  0.0000000000000000E+00
  0.4444444444444443E+01  0.9812119336965679E-02  0.0000000000000000E+00
  0.5252525252525253E+01 -0.9750318212448867E-03  0.0000000000000000E+00
  0.6060606060606062E+01 -0.2283952170054664E-01  0.0000000000000000E+00
  0.6868686868686865E+01 -0.2127972277362806E-01  0.0000000000000000E+00
  0.7676767676767675E+01  0.2230369425452806E-01  0.0000000000000000E+00
  0.8484848484848484E+01  0.6926859939667841E-01  0.0000000000000000E+00
  0.9292929292929294E+01  0.5261976397334677E-01  0.0000000000000000E+00
  0.1010101010101010E+02 -0.4623517171393209E-01  0.0000000000000000E+00
  0.1090909090909091E+02 -0.1623392248724403E+00  0.0000000000000000E+00
  0.1171717171717172E+02 -0.1953994216582119E+00  0.0000000000000000E+00
  0.1252525252525253E+02 -0.8925253488766918E-01  0.0000000000000000E+00
  0.1333333333333334E+02  0.1331960789778764E+00  0.0000000000000000E+00
  0.1414141414141414E+02  0.3984011641475312E+00  0.0000000000000000E+00
  0.1494949494949495E+02  0.6347397048651003E+00  0.0000000000000000E+00
  0.1575757575757576E+02  0.8052505480579479E+00  0.1000000000000000E+01
  0.1656565656565657E+02  0.9085076492761013E+00  0.1000000000000000E+01
  0.1737373737373737E+02  0.9620348581038952E+00  0.1000000000000000E+01
  0.1818181818181818E+02  0.9860657609930475E+00  0.1000000000000000E+01
  0.1898989898989899E+02  0.9954749297235735E+00  0.1000000000000000E+01
  0.1979797979797980E+02  0.9987007552406701E+00  0.1000000000000000E+01
  0.2060606060606060E+02  0.9996707875437237E+00  0.1000000000000000E+01
  0.2141414141414141E+02  0.9999266068789266E+00  0.1000000000000000E+01
  0.2222222222222222E+02  0.9999856677802913E+00  0.1000000000000000E+01
  0.2303030303030303E+02  0.9999975630891409E+00  0.1000000000000000E+01
  0.2383838383838383E+02  0.9999996421001105E+00  0.1000000000000000E+01
  0.2464646464646465E+02  0.9999999550747577E+00  0.1000000000000000E+01
  0.2545454545454545E+02  0.9999999952475360E+00  0.1000000000000000E+01
  0.2626262626262626E+02  0.9999999995843195E+00  0.1000000000000000E+01
  0.2707070707070707E+02  0.9999999999707322E+00  0.1000000000000000E+01
  0.2787878787878788E+02  0.9999999999984055E+00  0.1000000000000000E+01
  0.2868686868686869E+02  0.9999999999999369E+00  0.1000000000000000E+01
  0.2949494949494949E+02  0.9999999999999984E+00  0.1000000000000000E+01
