 -0.4000000000000000E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3919191919191919E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3838383838383838E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3757575757575758E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3676767676767677E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3595959595959596E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3515151515151515E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3434343434343435E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3353535353535354E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3272727272727273E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3191919191919192E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3111111111111111E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.3030303030303030E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2949494949494949E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2868686868686869E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2787878787878788E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2707070707070707E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2626262626262626E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2545454545454545E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2464646464646465E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2383838383838384E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2303030303030303E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2222222222222222E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2141414141414142E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.2060606060606061E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.1979797979797980E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.1898989898989899E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.1818181818181818E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.1737373737373737E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.1656565656565657E+02  0.0000000000000000E+00  0.0000000000000000E+00
 -0.1575757575757576E+02  0.1291092150313309E-28  0.0000000000000000E+00
 -0.1494949494949495E+02  0.1291092150313309E-28  0.0000000000000000E+00
 -0.1414141414141414E+02  0.6939900980140624E-26  0.0000000000000000E+00
 -0.1333333333333333E+02  0.6939900980140624E-26  0.0000000000000000E+00
 -0.1252525252525253E+02  0.1772268258749865E-23  0.0000000000000000E+00
 -0.1171717171717172E+02  0.1772268258749865E-23  0.0000000000000000E+00
 -0.1090909090909091E+02  0.2859133804528158E-21  0.0000000000000000E+00
 -0.1010101010101010E+02  0.2859133804528158E-21  0.0000000000000000E+00
 -0.9292929292929294E+01  0.3268108866092625E-19  0.0000000000000000E+00
 -0.8484848484848484E+01  0.3268108866092625E-19  0.0000000000000000E+00
 -0.7676767676767675E+01  0.2813595613607306E-17  0.0000000000000000E+00
 -0.6868686868686872E+01  0.2813595613607306E-17  0.0000000000000000E+00
 -0.6060606060606062E+01  0.1893162327757721E-15  0.0000000000000000E+00
 -0.5252525252525253E+01  0.1893162327757721E-15  0.0000000000000000E+00
 -0.4444444444444443E+01  0.1019558815704148E-13  0.0000000000000000E+00
 -0.3636363636363640E+01  0.1019558815704148E-13  0.0000000000000000E+00
 -0.2828282828282831E+01  0.4463929093773415E-12  0.0000000000000000E+00
 -0.2020202020202021E+01  0.4463929093773415E-12  0.0000000000000000E+00
 -0.1212121212121211E+01  0.1604834926838750E-10  0.0000000000000000E+00
 -0.4040404040404013E+00  0.1604834926838750E-10  0.0000000000000000E+00
  0.4040404040404013E+00  0.4764417310449174E-09  0.0000000000000000E+00
  0.1212121212121211E+01  0.4764417310449174E-09  0.0000000000000000E+00
  0.2020202020202021E+01  0.1170421708899428E-07  0.0000000000000000E+00
  0.2828282828282831E+01  0.1170421708899428E-07  0.0000000000000000E+00
  0.3636363636363633E+01  0.2376021756494753E-06  0.0000000000000000E+00
  0.4444444444444443E+01  0.2376021756494753E-06  0.0000000000000000E+00
  0.5252525252525253E+01  0.3966807270815142E-05  0.0000000000000000E+00
  0.6060606060606062E+01  0.3966807270815142E-05  0.0000000000000000E+00
  0.6868686868686865E+01  0.5398679735162417E-04  0.0000000000000000E+00
  0.7676767676767675E+01  0.5398679735162417E-04  0.0000000000000000E+00
  0.8484848484848484E+01  0.5907230387404791E-03  0.0000000000000000E+00
  0.9292929292929294E+01  0.5907230387404791E-03  0.0000000000000000E+00
  0.1010101010101010E+02  0.5090264627557373E-02  0.0000000000000000E+00
  0.1090909090909091E+02  0.5090264627557373E-02  0.0000000000000000E+00
  0.1171717171717172E+02  0.3349146319840161E-01  0.0000000000000000E+00
  0.1252525252525253E+02  0.3349146319840161E-01  0.0000000000000000E+00
  0.1333333333333334E+02  0.1604736336202196E+00  0.0000000000000000E+00
  0.1414141414141414E+02  0.1604736336202196E+00  0.0000000000000000E+00
  0.1494949494949495E+02  0.5190457121111196E+00  0.0000000000000000E+00
  0.1575757575757576E+02  0.5190457121111196E+00  0.1000000000000000E+01
  0.1656565656565657E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.1737373737373737E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.1818181818181818E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.1898989898989899E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.1979797979797980E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2060606060606060E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2141414141414141E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2222222222222222E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2303030303030303E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2383838383838383E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2464646464646465E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2545454545454545E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2626262626262626E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2707070707070707E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2787878787878788E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2868686868686869E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.2949494949494949E+02  0.1000000000000000E+01  0.1000000000000000E+01
  0.3030303030303030E+02  0.1000000000000000E+01  0.1000000000000000E+01
